id,date,number_passengers,duration
22431,2002-04-23,,2.018115
22432,2002-04-23,,2.0875425
22433,2002-04-23,84,1.069475
22434,2002-04-23,82,1.1046985
22435,2002-04-23,,1.0281422
22436,2002-04-23,82,1.0306042
22437,2002-04-23,86,1.0835491
22438,2002-04-23,86,1.0099604
22439,2002-04-23,86,1.0740571
22440,2002-04-24,43,2.0681684
22441,2002-04-24,42,2.137986
22442,2002-04-24,44,2.067298
22443,2002-04-24,44,2.076672
22444,2002-04-24,41,2.1056755
22445,2002-04-24,,1.0559318
22446,2002-04-24,,21.369385
22447,2002-04-24,89,1.0670409
22448,2002-04-24,90,1.0391605
22449,2002-04-24,94,1.0668993
22450,2002-04-24,91,1.0139431
22451,2002-04-24,89,1.1126447
22452,2002-04-25,,2.088259
22453,2002-04-25,,2.0977952
22454,2002-04-25,40,2.0165706
22455,2002-04-25,,2.0928636
22456,2002-04-25,,2.0205445
22457,2002-04-25,85,1.0277598
22458,2002-04-25,86,1.0298189
22459,2002-04-25,,1.0533366
22460,2002-04-25,88,1.0154703
22461,2002-04-25,91,1.0216963
22462,2002-04-25,,1.0072742
22463,2002-04-25,,0.9994943
22464,2002-04-26,,2.0028217
22465,2002-04-26,,1.9834465
22466,2002-04-26,45,2.1221058
22467,2002-04-26,,2.0149293
22468,2002-04-26,,1.9724233
22469,2002-04-26,86,1.0686256
22470,2002-04-26,,1.0308597
22471,2002-04-26,,0.9820358
22472,2002-04-26,,1.0295186
22473,2002-04-26,88,1.0294015
22474,2002-04-26,90,1.014085
22475,2002-04-26,,1.0133474
22476,2002-04-27,,-1.9606509
22477,2002-04-27,,2.090091
22478,2002-04-27,,2.0348697
22479,2002-04-27,,2.070247
22480,2002-04-27,45,2.1652925
22481,2002-04-27,1560,21.288048
22482,2002-04-27,84,1.0836444
22483,2002-04-27,81,1.0555524
22484,2002-04-27,84,1.1038929
22485,2002-04-27,,1.0752689
22486,2002-04-27,,1.0911589
22487,2002-04-27,,1.0696509
22488,2002-04-28,,1.9486173
22489,2002-04-28,,2.013947
22490,2002-04-28,40,2.035794
22491,2002-04-28,45,2.0303094
22492,2002-04-28,,1.9566468
22493,2002-04-28,,1.9941417
22494,2002-04-28,,1.9491376
22495,2002-04-28,,1.090804
22496,2002-04-28,,1.0855201
22497,2002-04-28,,1.0112002
22498,2002-04-28,,-1.0305946
22499,2002-04-28,,1.0178195
22500,2002-04-29,44,1.9549645
22501,2002-04-29,44,2.1346338
22502,2002-04-29,,1.9237282
22503,2002-04-29,,1.9943479
22504,2002-04-29,47,2.0798857
22505,2002-04-29,,1.942587
22506,2002-04-29,,2.061723
22507,2002-04-29,,1.0153363
22508,2002-04-29,92,1.0066686
22509,2002-04-29,88,1.0119416
22510,2002-04-29,,1.0793055
22511,2002-04-29,90,1.0203625
22512,2002-04-30,,2.1534486
22513,2002-04-30,48,2.1146183
22514,2002-04-30,,2.0829883
22515,2002-04-30,47,2.023203
22516,2002-04-30,920,41.611557
22517,2002-04-30,,1.0681666
22518,2002-04-30,90,1.135868
22519,2002-04-30,89,1.0820322
22520,2002-04-30,89,1.0614861
22521,2002-04-30,,1.164708
22522,2002-04-30,,1.1396283
22523,2002-04-30,,1.0500942
22524,2002-05-01,,2.084437
22525,2002-05-01,,2.09199
22526,2002-05-01,45,2.1410975
22527,2002-05-01,,2.168371
22528,2002-05-01,,2.0506213
22529,2002-05-01,,1.0777543
22530,2002-05-01,,1.088767
22531,2002-05-01,87,1.0755098
22532,2002-05-01,1540,22.061369
22533,2002-05-01,,1.0659751
22534,2002-05-01,86,1.0877185
22535,2002-05-01,91,1.1079373
22536,2002-05-02,,2.1458414
22537,2002-05-02,860,39.788784
22538,2002-05-02,,1.9706882
22539,2002-05-02,,2.0546103
22540,2002-05-02,840,40.13496
22541,2002-05-02,79,1.0247604
22542,2002-05-02,,1.0778359
22543,2002-05-02,,1.0586847
22544,2002-05-02,,1.1400486
22545,2002-05-02,87,1.0458236
22546,2002-05-02,1720,20.329216
22547,2002-05-02,88,1.0749116
22548,2002-05-03,,2.074459
22549,2002-05-03,41,2.036922
22550,2002-05-03,780,42.693974
22551,2002-05-03,,2.0432534
22552,2002-05-03,,2.0406866
22553,2002-05-03,82,1.0004598
22554,2002-05-03,,1.0176178
22555,2002-05-03,,1.0463033
22556,2002-05-03,,1.074997
22557,2002-05-03,,1.0316095
22558,2002-05-03,,1.0914688
22559,2002-05-03,81,1.0737641
22560,2002-05-04,43,1.956923
22561,2002-05-04,42,1.9976716
22562,2002-05-04,41,2.0972397
22563,2002-05-04,40,2.107746
22564,2002-05-04,,2.11169
22565,2002-05-04,,1.0933926
22566,2002-05-04,,1.0375786
22567,2002-05-04,90,0.98797673
22568,2002-05-04,,0.9668713
22569,2002-05-04,82,1.1130501
22570,2002-05-04,86,1.0704144
22571,2002-05-04,,1.0270412
22572,2002-05-05,41,1.9578198
22573,2002-05-05,,2.1941175
22574,2002-05-05,44,2.1105368
22575,2002-05-05,42,2.078302
22576,2002-05-05,,2.105143
22577,2002-05-05,,2.0102463
22578,2002-05-05,40,2.05701
22579,2002-05-05,84,1.052891
22580,2002-05-05,79,1.0327603
22581,2002-05-05,84,1.0288051
22582,2002-05-05,,1.0897537
22583,2002-05-05,87,1.0347747
22584,2002-05-06,39,1.9566803
22585,2002-05-06,,2.1710951
22586,2002-05-06,,2.1034486
22587,2002-05-06,,2.0822103
22588,2002-05-06,,2.0598636
22589,2002-05-06,,2.138798
22590,2002-05-06,,2.032691
22591,2002-05-06,75,1.0513401
22592,2002-05-06,,1.154637
22593,2002-05-06,,22.643383
22594,2002-05-06,,1.1395419
22595,2002-05-06,74,1.108754
22596,2002-05-07,43,2.1744752
22597,2002-05-07,,1.9191761
22598,2002-05-07,47,2.0170798
22599,2002-05-07,,2.012048
22600,2002-05-07,,2.0399606
22601,2002-05-07,,1.018739
22602,2002-05-07,,1.0483522
22603,2002-05-07,81,1.0211287
22604,2002-05-07,,-1.0148301
22605,2002-05-07,-86,-1.036418
22606,2002-05-07,,1.0182416
22607,2002-05-07,,1.008648
22608,2002-05-08,,2.0755982
22609,2002-05-08,42,2.062644
22610,2002-05-08,,2.0542116
22611,2002-05-08,44,2.0385957
22612,2002-05-08,,1.9726553
22613,2002-05-08,94,1.0406243
22614,2002-05-08,,0.97255903
22615,2002-05-08,92,1.0237732
22616,2002-05-08,,21.774673
22617,2002-05-08,,20.311129
22618,2002-05-08,,0.97807705
22619,2002-05-08,,0.9991697
22620,2002-05-09,,39.315468
22621,2002-05-09,,2.0001516
22622,2002-05-09,41,2.0644493
22623,2002-05-09,,1.9757326
22624,2002-05-09,,1.9953918
22625,2002-05-09,,1.0590047
22626,2002-05-09,91,1.0775397
22627,2002-05-09,84,1.0736042
22628,2002-05-09,78,1.0780321
22629,2002-05-09,,1.0417578
22630,2002-05-09,84,1.0474426
22631,2002-05-09,,1.0784484
22632,2002-05-10,,2.0746083
22633,2002-05-10,43,2.0522957
22634,2002-05-10,,2.040475
22635,2002-05-10,43,1.9688518
22636,2002-05-10,,1.980018
22637,2002-05-10,1700,19.685688
22638,2002-05-10,,1.0291269
22639,2002-05-10,,1.0418215
22640,2002-05-10,,1.0527018
22641,2002-05-10,87,0.9830866
22642,2002-05-10,91,0.95739496
22643,2002-05-10,,1.0556525
22644,2002-05-11,,2.0593944
22645,2002-05-11,,2.1051996
22646,2002-05-11,,2.0136497
22647,2002-05-11,45,1.946769
22648,2002-05-11,45,1.9989686
22649,2002-05-11,91,1.0573971
22650,2002-05-11,92,0.9983316
22651,2002-05-11,96,0.99602115
22652,2002-05-11,90,1.0078589
22653,2002-05-11,,1.0531375
22654,2002-05-11,91,1.0420159
22655,2002-05-11,93,1.0381168
22656,2002-05-12,,2.0164557
22657,2002-05-12,,2.1232293
22658,2002-05-12,43,1.9510757
22659,2002-05-12,,2.154026
22660,2002-05-12,40,2.0003788
22661,2002-05-12,44,2.0675128
22662,2002-05-12,44,2.1349788
22663,2002-05-12,92,1.0484151
22664,2002-05-12,92,1.0823672
22665,2002-05-12,,1.0459995
22666,2002-05-12,88,1.0270318
22667,2002-05-12,,1.0780714
22668,2002-05-13,43,2.0363789
22669,2002-05-13,,2.0606463
22670,2002-05-13,-41,-2.1455486
22671,2002-05-13,,1.9399557
22672,2002-05-13,,1.9317648
22673,2002-05-13,,1.9899145
22674,2002-05-13,,2.0436847
22675,2002-05-13,,1.032511
22676,2002-05-13,,0.9740504
22677,2002-05-13,,1.0966458
22678,2002-05-13,,1.0886989
22679,2002-05-13,-85,-1.0683603
22680,2002-05-14,46,2.0011714
22681,2002-05-14,,1.8417815
22682,2002-05-14,44,1.9801435
22683,2002-05-14,,1.9555477
22684,2002-05-14,,2.0873115
22685,2002-05-14,,1.012961
22686,2002-05-14,,0.97480536
22687,2002-05-14,,0.9686056
22688,2002-05-14,,0.99374187
22689,2002-05-14,,0.98987055
22690,2002-05-14,,1.0082345
22691,2002-05-14,92,1.0722141
22692,2002-05-15,,2.1316683
22693,2002-05-15,,2.1701605
22694,2002-05-15,44,2.0226772
22695,2002-05-15,,2.089679
22696,2002-05-15,,2.1357362
22697,2002-05-15,89,1.0588442
22698,2002-05-15,,1.0674471
22699,2002-05-15,90,1.0766784
22700,2002-05-15,,1.0603926
22701,2002-05-15,91,1.0648046
22702,2002-05-15,,21.033125
22703,2002-05-15,,0.9910425
22704,2002-05-16,47,2.005155
22705,2002-05-16,,2.0135405
22706,2002-05-16,44,2.036448
22707,2002-05-16,49,1.9015396
22708,2002-05-16,49,2.000821
22709,2002-05-16,,1.0106887
22710,2002-05-16,,1.0579771
22711,2002-05-16,,1.0077906
22712,2002-05-16,91,0.9582837
22713,2002-05-16,,1.0432484
22714,2002-05-16,95,1.0292678
22715,2002-05-16,90,1.0533109
22716,2002-05-17,47,1.9797022
22717,2002-05-17,47,2.0490706
22718,2002-05-17,47,2.062627
22719,2002-05-17,47,2.066918
22720,2002-05-17,960,36.88705
22721,2002-05-17,,1.0518234
22722,2002-05-17,,1.0436268
22723,2002-05-17,,1.0310111
22724,2002-05-17,,1.0972918
22725,2002-05-17,,1.0103049
22726,2002-05-17,,0.9979837
22727,2002-05-17,92,0.9573241
22728,2002-05-18,46,2.0113797
22729,2002-05-18,44,1.8665524
22730,2002-05-18,,1.9380419
22731,2002-05-18,41,2.1514626
22732,2002-05-18,44,1.9485794
22733,2002-05-18,,1.0835482
22734,2002-05-18,90,1.0246373
22735,2002-05-18,,1.015619
22736,2002-05-18,94,1.0124553
22737,2002-05-18,,1.0327373
22738,2002-05-18,,1.0343869
22739,2002-05-18,91,1.0662388
22740,2002-05-19,43,2.1266103
22741,2002-05-19,41,2.0594716
22742,2002-05-19,,2.0962455
22743,2002-05-19,42,2.115467
22744,2002-05-19,40,2.1400278
22745,2002-05-19,,2.0523822
22746,2002-05-19,,2.1488678
22747,2002-05-19,,22.590565
22748,2002-05-19,,1.1009982
22749,2002-05-19,,1.0669943
22750,2002-05-19,91,1.1245432
22751,2002-05-19,,1.0964468
22752,2002-05-20,,1.9747516
22753,2002-05-20,46,2.1184158
22754,2002-05-20,41,1.9861475
22755,2002-05-20,,2.1064222
22756,2002-05-20,45,1.9485562
22757,2002-05-20,,2.1033552
22758,2002-05-20,,2.0376463
22759,2002-05-20,93,1.0124376
22760,2002-05-20,84,1.0102113
22761,2002-05-20,,0.9836758
22762,2002-05-20,81,0.9630558
22763,2002-05-20,,1.0901769
22764,2002-05-21,,2.1588278
22765,2002-05-21,38,2.0457714
22766,2002-05-21,37,2.272667
22767,2002-05-21,38,2.082104
22768,2002-05-21,,2.197197
22769,2002-05-21,76,1.1114513
22770,2002-05-21,,1.1425927
22771,2002-05-21,,1.1044765
22772,2002-05-21,,1.128595
22773,2002-05-21,,1.1466686
22774,2002-05-21,81,1.0833567
22775,2002-05-21,78,1.1357838
22776,2002-05-22,45,1.9806877
22777,2002-05-22,39,2.0117147
22778,2002-05-22,40,2.1826286
22779,2002-05-22,,2.1743934
22780,2002-05-22,,2.0764558
22781,2002-05-22,81,1.0915884
22782,2002-05-22,88,1.0736805
22783,2002-05-22,82,1.1315006
22784,2002-05-22,,1.0971099
22785,2002-05-22,83,1.0712975
22786,2002-05-22,,21.397438
22787,2002-05-22,86,1.0767133
22788,2002-05-23,,2.0660436
22789,2002-05-23,,2.1127124
22790,2002-05-23,,2.0950851
22791,2002-05-23,,2.0584037
22792,2002-05-23,42,2.0273042
22793,2002-05-23,,1.0389704
22794,2002-05-23,85,1.0873508
22795,2002-05-23,,0.98885113
22796,2002-05-23,85,1.1067902
22797,2002-05-23,,1.0189738
22798,2002-05-23,88,1.0575637
22799,2002-05-23,,1.038626
22800,2002-05-24,45,2.0737329
22801,2002-05-24,,1.9913602
22802,2002-05-24,,-1.9405231
22803,2002-05-24,45,2.0941615
22804,2002-05-24,,1.9776537
22805,2002-05-24,,1.0106636
22806,2002-05-24,,1.0200988
22807,2002-05-24,84,1.0284545
22808,2002-05-24,,0.9931009
22809,2002-05-24,93,1.0502005
22810,2002-05-24,84,1.0627201
22811,2002-05-24,-86,-1.0525472
22812,2002-05-25,42,2.0313957
22813,2002-05-25,,2.128794
22814,2002-05-25,45,2.1041422
22815,2002-05-25,43,2.0348015
22816,2002-05-25,,2.1049564
22817,2002-05-25,93,1.0545957
22818,2002-05-25,,1.001242
22819,2002-05-25,,1.0303195
22820,2002-05-25,93,1.0205142
22821,2002-05-25,,1.0272485
22822,2002-05-25,93,1.0696348
22823,2002-05-25,,1.0218192
22824,2002-05-26,48,2.1047304
22825,2002-05-26,43,2.0211647
22826,2002-05-26,47,1.9991843
22827,2002-05-26,-47,-2.1237445
22828,2002-05-26,,2.0275278
22829,2002-05-26,47,2.0215316
22830,2002-05-26,45,2.0666232
22831,2002-05-26,,0.99332213
22832,2002-05-26,94,0.99656564
22833,2002-05-26,,-1.0560707
22834,2002-05-26,96,1.0353355
22835,2002-05-26,91,1.0537976
22836,2002-05-27,,1.9841187
22837,2002-05-27,48,1.858025
22838,2002-05-27,45,2.0331345
22839,2002-05-27,,2.0668364
22840,2002-05-27,47,2.102845
22841,2002-05-27,,2.0916917
22842,2002-05-27,45,2.1260061
22843,2002-05-27,,1.0729463
22844,2002-05-27,91,1.0708514
22845,2002-05-27,,0.9908817
22846,2002-05-27,,21.306805
22847,2002-05-27,89,1.0037265
22848,2002-05-28,,2.0555418
22849,2002-05-28,47,2.0269597
22850,2002-05-28,42,1.9240177
22851,2002-05-28,,2.0399835
22852,2002-05-28,49,2.1001372
22853,2002-05-28,89,1.0259491
22854,2002-05-28,,21.266743
22855,2002-05-28,,1.0183958
22856,2002-05-28,,0.94940937
22857,2002-05-28,,0.9786767
22858,2002-05-28,,0.99935573
22859,2002-05-28,,1.0268745
22860,2002-05-29,48,2.002772
22861,2002-05-29,,2.002229
22862,2002-05-29,,2.1087313
22863,2002-05-29,,1.9190725
22864,2002-05-29,44,1.9898391
22865,2002-05-29,87,0.98801124
22866,2002-05-29,,1.0062124
22867,2002-05-29,,1.0781143
22868,2002-05-29,95,0.9714874
22869,2002-05-29,,0.9595714
22870,2002-05-29,,1.018049
22871,2002-05-29,92,1.059008
22872,2002-05-30,,2.1587842
22873,2002-05-30,,1.8787516
22874,2002-05-30,,-2.0829868
22875,2002-05-30,44,1.9087769
22876,2002-05-30,,2.089216
22877,2002-05-30,,1.0248224
22878,2002-05-30,93,1.0532475
22879,2002-05-30,,1.0298098
22880,2002-05-30,85,1.068246
22881,2002-05-30,,1.0907335
22882,2002-05-30,89,1.0653027
22883,2002-05-30,91,1.0529871
22884,2002-05-31,,2.070672
22885,2002-05-31,38,2.0733438
22886,2002-05-31,,2.0632877
22887,2002-05-31,,40.992104
22888,2002-05-31,,2.0320904
22889,2002-05-31,82,1.0280929
22890,2002-05-31,,1.0895932
22891,2002-05-31,84,1.0248818
22892,2002-05-31,85,1.094191
22893,2002-05-31,,1.0995022
22894,2002-05-31,,1.0361216
22895,2002-05-31,81,1.0518727
22896,2002-06-01,,2.0408425
22897,2002-06-01,,1.9818307
22898,2002-06-01,45,2.0369024
22899,2002-06-01,44,2.108213
22900,2002-06-01,880,39.402412
22901,2002-06-01,,1.0754107
22902,2002-06-01,,1.0339196
22903,2002-06-01,90,1.0232232
22904,2002-06-01,91,1.0444821
22905,2002-06-01,,1.0014912
22906,2002-06-01,93,1.0035765
22907,2002-06-01,92,1.045235
22908,2002-06-02,48,2.044082
22909,2002-06-02,,2.1008177
22910,2002-06-02,,2.0050564
22911,2002-06-02,48,1.8964614
22912,2002-06-02,,1.8905483
22913,2002-06-02,46,1.9342369
22914,2002-06-02,49,2.0454679
22915,2002-06-02,98,1.0342993
22916,2002-06-02,,-1.0245522
22917,2002-06-02,96,1.0026908
22918,2002-06-02,97,1.0416614
22919,2002-06-02,98,0.95392036
22920,2002-06-03,780,41.604923
22921,2002-06-03,42,2.0956202
22922,2002-06-03,,2.1090002
22923,2002-06-03,40,2.0592875
22924,2002-06-03,,2.1835074
22925,2002-06-03,45,1.9329554
22926,2002-06-03,,2.0973935
22927,2002-06-03,,1.1068677
22928,2002-06-03,,1.0738044
22929,2002-06-03,,1.103815
22930,2002-06-03,,1.128418
22931,2002-06-03,78,1.1017817
22932,2002-06-04,46,2.0558531
22933,2002-06-04,48,2.1344194
22934,2002-06-04,,1.9849674
22935,2002-06-04,940,42.881844
22936,2002-06-04,47,2.0039055
22937,2002-06-04,94,0.9914878
22938,2002-06-04,,0.983693
22939,2002-06-04,98,1.0209976
22940,2002-06-04,,1.0682012
22941,2002-06-04,93,1.0382248
22942,2002-06-04,,1.0022857
22943,2002-06-04,94,1.038477
22944,2002-06-05,,2.1356416
22945,2002-06-05,44,2.0693138
22946,2002-06-05,,-1.9072043
22947,2002-06-05,45,1.9726095
22948,2002-06-05,48,1.9980345
22949,2002-06-05,,21.01818
22950,2002-06-05,96,1.0435551
22951,2002-06-05,93,1.075597
22952,2002-06-05,,1.0748842
22953,2002-06-05,91,1.0980607
22954,2002-06-05,91,1.0856593
22955,2002-06-05,,21.968822
22956,2002-06-06,41,2.0891297
22957,2002-06-06,48,2.114301
22958,2002-06-06,47,2.0052543
22959,2002-06-06,,1.9439845
22960,2002-06-06,48,1.9768677
22961,2002-06-06,,1.0531609
22962,2002-06-06,,1.0268235
22963,2002-06-06,,1.1196315
22964,2002-06-06,90,1.0518521
22965,2002-06-06,,1.0631784
22966,2002-06-06,94,1.0968285
22967,2002-06-06,86,1.0351746
22968,2002-06-07,45,2.1407578
22969,2002-06-07,,1.9298954
22970,2002-06-07,46,2.1016877
22971,2002-06-07,45,2.087321
22972,2002-06-07,,1.99695
22973,2002-06-07,,1.0028534
22974,2002-06-07,,1.094667
22975,2002-06-07,92,1.0710278
22976,2002-06-07,,1.053516
22977,2002-06-07,89,1.0172704
22978,2002-06-07,,1.0499363
22979,2002-06-07,93,1.0120615
22980,2002-06-08,-39,-1.9220893
22981,2002-06-08,45,2.059329
22982,2002-06-08,47,2.0553453
22983,2002-06-08,,2.1283565
22984,2002-06-08,44,2.0767622
22985,2002-06-08,,1.0510263
22986,2002-06-08,84,1.0282137
22987,2002-06-08,-1780,-21.62175
22988,2002-06-08,91,1.1119465
22989,2002-06-08,87,1.0204421
22990,2002-06-08,,1.0134263
22991,2002-06-08,85,1.0634639
22992,2002-06-09,,1.8967978
22993,2002-06-09,49,2.034899
22994,2002-06-09,49,2.101279
22995,2002-06-09,46,2.0620155
22996,2002-06-09,43,2.0148408
22997,2002-06-09,47,2.0103474
22998,2002-06-09,,1.9421399
22999,2002-06-09,95,1.01993
23000,2002-06-09,,0.9878366
23001,2002-06-09,90,1.0186064
23002,2002-06-09,,1.0746645
23003,2002-06-09,93,1.0356597
23004,2002-06-10,,41.033703
23005,2002-06-10,44,2.1208603
23006,2002-06-10,45,2.0985093
23007,2002-06-10,43,2.1203754
23008,2002-06-10,44,2.0450964
23009,2002-06-10,44,2.1348891
23010,2002-06-10,47,2.0558543
23011,2002-06-10,,1.0882372
23012,2002-06-10,86,1.0955327
23013,2002-06-10,,1.1198547
23014,2002-06-10,,1.0776316
23015,2002-06-10,,1.1071694
23016,2002-06-11,,2.2510219
23017,2002-06-11,45,2.019914
23018,2002-06-11,,2.1040368
23019,2002-06-11,45,2.0608475
23020,2002-06-11,,2.0717604
23021,2002-06-11,86,1.0202851
23022,2002-06-11,81,1.087224
23023,2002-06-11,88,1.0740714
23024,2002-06-11,89,1.1047568
23025,2002-06-11,1760,22.275398
23026,2002-06-11,88,1.1072268
23027,2002-06-11,,1.0582886
23028,2002-06-12,,2.0522184
23029,2002-06-12,40,2.1252608
23030,2002-06-12,45,2.1632674
23031,2002-06-12,46,2.15409
23032,2002-06-12,,2.0874958
23033,2002-06-12,,1.0840515
23034,2002-06-12,85,1.0267404
23035,2002-06-12,,1.0677785
23036,2002-06-12,,1.0999802
23037,2002-06-12,88,1.0735984
23038,2002-06-12,85,1.0738901
23039,2002-06-12,,1.0414093
23040,2002-06-13,860,42.331043
23041,2002-06-13,,2.0992093
23042,2002-06-13,,2.0657475
23043,2002-06-13,46,2.1432154
23044,2002-06-13,46,2.1319606
23045,2002-06-13,92,1.0230497
23046,2002-06-13,,1.0388477
23047,2002-06-13,,1.0352333
23048,2002-06-13,,1.066522
23049,2002-06-13,1840,20.878338
23050,2002-06-13,,1.1284832
23051,2002-06-13,,1.0885288
23052,2002-06-14,45,2.1102955
23053,2002-06-14,46,2.1172535
23054,2002-06-14,,2.0661027
23055,2002-06-14,,1.8595427
23056,2002-06-14,49,2.0102901
23057,2002-06-14,92,1.0300225
23058,2002-06-14,1800,21.319029
23059,2002-06-14,,1.065122
23060,2002-06-14,,1.0162312
23061,2002-06-14,,1.0331
23062,2002-06-14,92,1.0695664
23063,2002-06-14,,1.0288289
23064,2002-06-15,,2.045089
23065,2002-06-15,,1.9912748
23066,2002-06-15,,1.9347745
23067,2002-06-15,800,40.362164
23068,2002-06-15,,2.049887
23069,2002-06-15,91,1.067693
23070,2002-06-15,,1.0867635
23071,2002-06-15,,0.96275663
23072,2002-06-15,94,1.0342221
23073,2002-06-15,,0.96437776
23074,2002-06-15,,1.0181196
23075,2002-06-15,,1.0279198
23076,2002-06-16,40,2.0365512
23077,2002-06-16,42,2.040551
23078,2002-06-16,46,2.0723546
23079,2002-06-16,,2.1090558
23080,2002-06-16,43,2.0453825
23081,2002-06-16,45,1.9809315
23082,2002-06-16,,2.045404
23083,2002-06-16,1680,22.023315
23084,2002-06-16,,1.0634178
23085,2002-06-16,,1.056
23086,2002-06-16,,1.0756121
23087,2002-06-16,,1.0649616
23088,2002-06-17,43,1.9483955
23089,2002-06-17,960,40.658833
23090,2002-06-17,,1.9290606
23091,2002-06-17,,2.0334532
23092,2002-06-17,,1.9889926
23093,2002-06-17,47,1.9436697
23094,2002-06-17,49,2.1217415
23095,2002-06-17,92,1.0499307
23096,2002-06-17,93,1.0167404
23097,2002-06-17,96,1.1057096
23098,2002-06-17,,1.0943427
23099,2002-06-17,96,1.0429397
23100,2002-06-18,,1.9602123
23101,2002-06-18,,2.0492487
23102,2002-06-18,43,1.9831309
23103,2002-06-18,,2.1031473
23104,2002-06-18,,1.9375198
23105,2002-06-18,,1.0411515
23106,2002-06-18,81,1.0375786
23107,2002-06-18,90,0.9970293
23108,2002-06-18,,20.752968
23109,2002-06-18,92,1.0457991
23110,2002-06-18,95,0.9853254
23111,2002-06-18,,1.0410082
23112,2002-06-19,42,2.135999
23113,2002-06-19,43,2.0617712
23114,2002-06-19,38,2.1471272
23115,2002-06-19,42,2.1973119
23116,2002-06-19,,2.101875
23117,2002-06-19,,1.0910817
23118,2002-06-19,79,1.0491128
23119,2002-06-19,,22.499222
23120,2002-06-19,1700,21.148418
23121,2002-06-19,,19.849268
23122,2002-06-19,-82,-1.0772338
23123,2002-06-19,79,1.1069424
23124,2002-06-20,,2.1861885
23125,2002-06-20,43,2.0398338
23126,2002-06-20,46,2.0404222
23127,2002-06-20,46,2.0503037
23128,2002-06-20,,2.1410694
23129,2002-06-20,82,1.145329
23130,2002-06-20,88,1.083363
23131,2002-06-20,,1.0669144
23132,2002-06-20,,1.0528047
23133,2002-06-20,,1.0950035
23134,2002-06-20,,1.0425036
23135,2002-06-20,90,1.0225683
23136,2002-06-21,,2.1263437
23137,2002-06-21,,2.0049176
23138,2002-06-21,,2.0442157
23139,2002-06-21,,2.200153
23140,2002-06-21,,2.0065114
23141,2002-06-21,,1.1597325
23142,2002-06-21,84,1.1331607
23143,2002-06-21,93,1.1316944
23144,2002-06-21,90,1.1013101
23145,2002-06-21,89,1.0970463
23146,2002-06-21,93,1.1019566
23147,2002-06-21,,1.0657307
23148,2002-06-22,45,2.0407944
23149,2002-06-22,,1.9453752
23150,2002-06-22,48,1.9129649
23151,2002-06-22,45,1.9171911
23152,2002-06-22,,1.921677
23153,2002-06-22,,1.0532593
23154,2002-06-22,,1.0705279
23155,2002-06-22,92,1.065929
23156,2002-06-22,,0.9969797
23157,2002-06-22,93,1.0705811
23158,2002-06-22,,21.137077
23159,2002-06-22,,1.0345263
23160,2002-06-23,,2.12527
23161,2002-06-23,43,2.1822414
23162,2002-06-23,,2.0325003
23163,2002-06-23,38,2.1598613
23164,2002-06-23,44,2.2016287
23165,2002-06-23,,2.0719285
23166,2002-06-23,,2.121905
23167,2002-06-23,78,1.122256
23168,2002-06-23,,1.1568172
23169,2002-06-23,85,1.1739203
23170,2002-06-23,88,1.1353958
23171,2002-06-23,1660,22.922613
23172,2002-06-24,,1.9394718
23173,2002-06-24,880,41.081055
23174,2002-06-24,,2.0150616
23175,2002-06-24,,1.9903127
23176,2002-06-24,,1.9370236
23177,2002-06-24,46,1.9853559
23178,2002-06-24,46,2.1153977
23179,2002-06-24,92,1.0473056
23180,2002-06-24,91,1.050613
23181,2002-06-24,86,1.0428306
23182,2002-06-24,87,1.0537013
23183,2002-06-24,91,1.096561
23184,2002-06-25,,2.0371377
23185,2002-06-25,44,2.05811
23186,2002-06-25,-45,-2.0683098
23187,2002-06-25,47,2.1644049
23188,2002-06-25,47,2.0541306
23189,2002-06-25,,1.0029846
23190,2002-06-25,,1.0266575
23191,2002-06-25,,1.069363
23192,2002-06-25,,1.0060942
23193,2002-06-25,,1.071862
23194,2002-06-25,92,1.0734558
23195,2002-06-25,,0.97678745
23196,2002-06-26,40,2.0054104
23197,2002-06-26,,2.0742722
23198,2002-06-26,46,2.0604827
23199,2002-06-26,,1.9939886
23200,2002-06-26,46,2.1082156
23201,2002-06-26,,1.0721552
23202,2002-06-26,92,1.0609956
23203,2002-06-26,,1.1018707
23204,2002-06-26,87,0.99667037
23205,2002-06-26,,1.0318912
23206,2002-06-26,1840,22.057924
23207,2002-06-26,,1.0819788
23208,2002-06-27,47,2.0813475
23209,2002-06-27,,2.0250063
23210,2002-06-27,,2.0514057
23211,2002-06-27,50,1.9892062
23212,2002-06-27,50,2.0824845
23213,2002-06-27,1860,20.218458
23214,2002-06-27,,1.0329463
23215,2002-06-27,98,1.1094722
23216,2002-06-27,,-1.0064675
23217,2002-06-27,94,1.0391085
23218,2002-06-27,,1.0131311
23219,2002-06-27,99,1.0219703
23220,2002-06-28,,2.0139153
23221,2002-06-28,46,2.2277489
23222,2002-06-28,39,2.0869486
23223,2002-06-28,48,2.1794662
23224,2002-06-28,,2.1269367
23225,2002-06-28,,1.0687239
23226,2002-06-28,,1.0790077
23227,2002-06-28,,1.0133579
23228,2002-06-28,1760,20.016392
23229,2002-06-28,93,1.0370842
23230,2002-06-28,,0.9972322
23231,2002-06-28,,1.0934864
23232,2002-06-29,44,2.1001852
23233,2002-06-29,,2.0225496
23234,2002-06-29,45,2.0356627
23235,2002-06-29,46,2.13234
23236,2002-06-29,,2.200534
