"seq","id","date","number_passengers","duration"
"6466",7274,1998-01-14,37,2.1596007
"6467",7275,1998-01-14,70,1.1375251
"6468",7276,1998-01-14,68,1.1686311
"6469",7277,1998-01-14,75,1.1103264
"6470",7278,1998-01-14,69,1.1622461
"6471",7280,1998-01-15,36,2.0653353
"6472",7282,1998-01-15,37,1.9846381
"6473",7283,1998-01-15,74,0.99912333
"6474",7284,1998-01-15,72,1.0409596
"6475",7285,1998-01-15,75,0.9849971
"6476",7286,1998-01-15,70,1.0119538
"6477",7287,1998-01-15,77,0.9364817
"6478",7288,1998-01-16,33,2.0914438
"6479",7289,1998-01-16,33,2.2114735
"6480",7290,1998-01-16,37,2.1967258
"6481",7291,1998-01-16,68,1.0742087
"6482",7292,1998-01-16,68,1.0914974
"6483",7293,1998-01-16,73,1.0708455
"6484",7294,1998-01-16,67,1.1412777
"6485",7295,1998-01-16,66,1.1096882
"6486",7296,1998-01-17,39,2.001845
"6487",7297,1998-01-17,41,2.255773
"6488",7298,1998-01-17,39,2.1718254
"6489",7299,1998-01-17,75,1.1132857
"6490",7300,1998-01-17,74,1.1253505
"6491",7301,1998-01-17,79,1.0270193
"6492",7302,1998-01-17,76,1.0754434
"6493",7303,1998-01-17,74,1.0580723
"6494",7304,1998-01-18,37,2.098273
"6495",7305,1998-01-18,37,2.0469575
"6496",7306,1998-01-18,37,2.116791
"6497",7307,1998-01-18,30,2.108939
"6498",7308,1998-01-18,40,2.107347
"6499",7309,1998-01-18,71,1.0953566
"6500",7310,1998-01-18,70,1.1158744
"6501",7311,1998-01-18,78,1.089922
"6502",7312,1998-01-19,36,2.0887947
"6503",7313,1998-01-19,31,2.1211286
"6504",7314,1998-01-19,35,2.1413093
"6505",7315,1998-01-19,36,2.122903
"6506",7316,1998-01-19,30,2.1054094
"6507",7317,1998-01-19,70,1.0976857
"6508",7318,1998-01-19,71,1.0843147
"6509",7319,1998-01-19,68,1.1584017
"6510",7320,1998-01-20,35,2.0717971
"6511",7321,1998-01-20,39,2.0920844
"6512",7322,1998-01-20,38,2.0518622
"6513",7323,1998-01-20,72,1.082261
"6514",7324,1998-01-20,75,1.0489365
"6515",7325,1998-01-20,66,1.0478044
"6516",7326,1998-01-20,73,1.0586907
"6517",7327,1998-01-20,73,1.0637511
"6518",7328,1998-01-21,36,1.9016634
"6519",7329,1998-01-21,39,2.0877995
"6520",7330,1998-01-21,36,2.1697462
"6521",7331,1998-01-21,77,0.95934653
"6522",7332,1998-01-21,72,1.0730922
"6523",7333,1998-01-21,72,1.0090407
"6524",7334,1998-01-21,73,1.0428725
"6525",7335,1998-01-21,85,1.026628
"6526",7336,1998-01-22,38,2.0439212
"6527",7337,1998-01-22,37,2.0259106
"6528",7338,1998-01-22,37,2.1464908
"6529",7339,1998-01-22,75,1.0122106
"6530",7340,1998-01-22,79,0.93598235
"6531",7341,1998-01-22,72,1.0139972
"6532",7342,1998-01-22,73,1.0554137
"6533",7343,1998-01-22,78,0.94966894
"6534",7344,1998-01-23,42,1.9868323
"6535",7345,1998-01-23,36,2.132921
"6536",7346,1998-01-23,42,2.0781367
"6537",7347,1998-01-23,76,1.0132129
"6538",7349,1998-01-23,72,1.0198934
"6539",7350,1998-01-23,78,1.0002681
"6540",7351,1998-01-23,76,1.0337903
"6541",7352,1998-01-24,36,2.057983
"6542",7353,1998-01-24,34,2.0214322
"6543",7354,1998-01-24,36,2.0236974
"6544",7355,1998-01-24,67,1.086793
"6545",7356,1998-01-24,73,1.036132
"6546",7357,1998-01-24,67,1.0686442
"6547",7358,1998-01-24,67,1.0880857
"6548",7359,1998-01-24,72,1.0597652
"6549",7360,1998-01-25,37,2.0160003
"6550",7361,1998-01-25,37,1.954776
"6551",7363,1998-01-25,39,2.0173473
"6552",7364,1998-01-25,37,2.0377038
"6553",7365,1998-01-25,73,1.0591782
"6554",7366,1998-01-25,75,1.0146408
"6555",7367,1998-01-25,74,1.0416646
"6556",7368,1998-01-26,37,2.0257545
"6557",7369,1998-01-26,38,2.0340655
"6558",7370,1998-01-26,37,2.0414
"6559",7371,1998-01-26,37,1.9896643
"6560",7372,1998-01-26,33,2.1308537
"6561",7373,1998-01-26,78,1.0371172
"6562",7375,1998-01-26,77,0.9826952
"6563",7376,1998-01-27,34,2.0981183
"6564",7378,1998-01-27,39,2.094555
"6565",7379,1998-01-27,76,1.0788063
"6566",7380,1998-01-27,78,0.95448714
"6567",7381,1998-01-27,80,1.0755109
"6568",7382,1998-01-27,75,1.021396
"6569",7383,1998-01-27,78,1.0376995
"6570",7384,1998-01-28,36,2.0182025
"6571",7385,1998-01-28,38,2.1311371
"6572",7386,1998-01-28,36,1.9224377
"6573",7387,1998-01-28,77,1.041419
"6574",7388,1998-01-28,65,1.0065641
"6575",7389,1998-01-28,73,1.0360024
"6576",7390,1998-01-28,73,1.0423411
"6577",7391,1998-01-28,75,1.0282402
"6578",7392,1998-01-29,38,2.054959
"6579",7393,1998-01-29,37,2.1392336
"6580",7394,1998-01-29,37,2.0271602
"6581",7395,1998-01-29,73,1.0853726
"6582",7396,1998-01-29,73,1.085072
"6583",7397,1998-01-29,72,1.125395
"6584",7398,1998-01-29,74,1.0521786
"6585",7399,1998-01-29,67,1.0387633
"6586",7400,1998-01-30,36,1.9408249
"6587",7401,1998-01-30,36,2.1159918
"6588",7403,1998-01-30,76,0.98449504
"6589",7404,1998-01-30,76,0.98049015
"6590",7405,1998-01-30,74,1.027775
"6591",7407,1998-01-30,82,0.99911296
"6592",7408,1998-01-31,38,2.0166786
"6593",7409,1998-01-31,38,2.0694804
"6594",7410,1998-01-31,38,1.9778425
"6595",7412,1998-01-31,78,1.0512516
"6596",7414,1998-01-31,79,0.972784
"6597",7415,1998-01-31,82,1.0542203
"6598",7416,1998-02-01,40,2.0970013
"6599",7417,1998-02-01,40,2.1341503
"6600",7418,1998-02-01,37,2.0012195
"6601",7419,1998-02-01,38,2.0329452
"6602",7420,1998-02-01,38,1.9894862
"6603",7421,1998-02-01,72,1.0091279
"6604",7422,1998-02-01,73,1.1066846
"6605",7423,1998-02-01,74,1.0932741
"6606",7424,1998-02-02,38,1.9880279
"6607",7425,1998-02-02,38,2.139827
"6608",7426,1998-02-02,38,2.02692
"6609",7429,1998-02-02,80,1.03021
"6610",7430,1998-02-02,77,1.0218902
"6611",7431,1998-02-02,75,1.072199
"6612",7432,1998-02-03,38,1.9778092
"6613",7433,1998-02-03,36,1.9731295
"6614",7434,1998-02-03,38,2.0260427
"6615",7435,1998-02-03,74,1.0352035
"6616",7436,1998-02-03,77,1.0186136
"6617",7437,1998-02-03,78,0.996724
"6618",7438,1998-02-03,77,1.0351313
"6619",7439,1998-02-03,76,1.0320549
"6620",7440,1998-02-04,36,2.0458102
"6621",7441,1998-02-04,36,2.04051
"6622",7442,1998-02-04,36,2.1103837
"6623",7443,1998-02-04,71,0.93599397
"6624",7444,1998-02-04,74,1.0268736
"6625",7445,1998-02-04,80,0.98946625
"6626",7446,1998-02-04,70,1.0906593
"6627",7447,1998-02-04,74,1.0215341
"6628",7448,1998-02-05,40,1.9998045
"6629",7449,1998-02-05,38,1.944304
"6630",7450,1998-02-05,37,2.0293477
"6631",7451,1998-02-05,79,1.0274372
"6632",7452,1998-02-05,80,0.9588824
"6633",7453,1998-02-05,76,1.0308465
"6634",7454,1998-02-05,78,0.99973565
"6635",7455,1998-02-05,77,1.008567
"6636",7456,1998-02-06,37,2.0061986
"6637",7457,1998-02-06,37,2.0753546
"6638",7458,1998-02-06,37,1.9224731
"6639",7459,1998-02-06,74,1.0009263
"6640",7460,1998-02-06,78,1.0002425
"6641",7461,1998-02-06,76,0.98578787
"6642",7462,1998-02-06,73,1.0448192
"6643",7463,1998-02-06,74,1.0252875
"6644",7464,1998-02-07,38,2.0529513
"6645",7465,1998-02-07,40,2.057505
"6646",7467,1998-02-07,76,1.0597273
"6647",7468,1998-02-07,69,1.026738
"6648",7469,1998-02-07,76,1.0447456
"6649",7470,1998-02-07,73,1.108366
"6650",7471,1998-02-07,77,1.0405489
"6651",7472,1998-02-08,35,2.123924
"6652",7473,1998-02-08,33,2.167072
"6653",7474,1998-02-08,37,1.9795678
"6654",7475,1998-02-08,37,2.1344845
"6655",7476,1998-02-08,31,2.0285132
"6656",7477,1998-02-08,75,1.0295956
"6657",7478,1998-02-08,71,1.0333304
"6658",7479,1998-02-08,75,1.0327462
"6659",7480,1998-02-09,37,2.1695468
"6660",7481,1998-02-09,37,2.081326
"6661",7482,1998-02-09,34,2.0363832
"6662",7483,1998-02-09,37,2.084559
"6663",7484,1998-02-09,42,2.0894198
"6664",7485,1998-02-09,75,1.0723023
"6665",7486,1998-02-09,71,1.0713673
"6666",7487,1998-02-09,71,1.102344
"6667",7488,1998-02-10,37,1.9725714
"6668",7489,1998-02-10,40,2.0849798
"6669",7490,1998-02-10,37,2.0850487
"6670",7491,1998-02-10,77,0.9900539
"6671",7492,1998-02-10,76,1.0167122
"6672",7493,1998-02-10,70,1.0401405
"6673",7494,1998-02-10,76,1.0185232
"6674",7495,1998-02-10,77,1.0474362
"6675",7496,1998-02-11,38,2.112863
"6676",7497,1998-02-11,38,2.1115184
"6677",7498,1998-02-11,38,2.0778716
"6678",7499,1998-02-11,77,1.1796582
"6679",7500,1998-02-11,73,1.1431959
"6680",7501,1998-02-11,74,1.1109754
"6681",7502,1998-02-11,71,1.1276977
"6682",7503,1998-02-11,74,1.1175342
"6683",7504,1998-02-12,40,2.009483
"6684",7505,1998-02-12,40,2.1199033
"6685",7506,1998-02-12,38,2.013408
"6686",7507,1998-02-12,77,0.99409646
"6687",7508,1998-02-12,74,1.0752432
"6688",7509,1998-02-12,73,1.094179
"6689",7510,1998-02-12,80,0.9395303
"6690",7511,1998-02-12,80,1.0091625
"6691",7512,1998-02-13,37,1.9150561
"6692",7513,1998-02-13,33,1.9671826
"6693",7514,1998-02-13,37,1.983962
"6694",7515,1998-02-13,74,1.047397
"6695",7516,1998-02-13,73,1.0727024
"6696",7517,1998-02-13,72,1.0960565
"6697",7518,1998-02-13,74,1.0477401
"6698",7519,1998-02-13,69,1.0341697
"6699",7520,1998-02-14,39,2.017054
"6700",7521,1998-02-14,39,1.847105
"6701",7522,1998-02-14,39,1.9832149
"6702",7523,1998-02-14,79,1.0312344
"6703",7524,1998-02-14,83,1.0539037
"6704",7525,1998-02-14,82,0.9482373
"6705",7526,1998-02-14,84,1.0358547
"6706",7527,1998-02-14,78,1.0023319
"6707",7528,1998-02-15,39,2.188286
"6708",7529,1998-02-15,33,2.136527
"6709",7530,1998-02-15,34,2.0716033
"6710",7531,1998-02-15,33,2.1994328
"6711",7533,1998-02-15,82,1.03853
"6712",7534,1998-02-15,66,1.0625284
"6713",7535,1998-02-15,75,1.0695804
"6714",7536,1998-02-16,38,2.0626478
"6715",7537,1998-02-16,36,2.0279632
"6716",7538,1998-02-16,38,2.0157058
"6717",7539,1998-02-16,39,2.1013422
"6718",7540,1998-02-16,42,2.014758
"6719",7541,1998-02-16,69,1.0096484
"6720",7542,1998-02-16,76,1.05376
"6721",7543,1998-02-16,84,1.1105328
"6722",7544,1998-02-17,45,2.1676996
"6723",7545,1998-02-17,42,2.1156144
"6724",7546,1998-02-17,37,1.8684393
"6725",7547,1998-02-17,72,1.0688165
"6726",7548,1998-02-17,77,1.0329223
"6727",7549,1998-02-17,84,0.97611445
"6728",7550,1998-02-17,79,0.9785938
"6729",7551,1998-02-17,78,1.0033875
"6730",7552,1998-02-18,45,2.0419345
"6731",7553,1998-02-18,35,2.020712
"6732",7554,1998-02-18,38,2.0206368
"6733",7555,1998-02-18,75,1.0221066
"6734",7556,1998-02-18,82,1.0298662
"6735",7557,1998-02-18,77,1.0338001
"6736",7558,1998-02-18,68,1.0445685
"6737",7559,1998-02-18,77,1.0334004
"6738",7568,1998-02-20,38,2.0542846
"6739",7569,1998-02-20,38,1.8700879
"6740",7571,1998-02-20,82,0.9315743
"6741",7572,1998-02-20,79,0.998486
"6742",7573,1998-02-20,79,0.9900926
"6743",7574,1998-02-20,78,1.0037227
"6744",7575,1998-02-20,80,0.97808707
"6745",7576,1998-02-21,37,2.1465466
"6746",7577,1998-02-21,41,2.1642106
"6747",7578,1998-02-21,38,2.0588627
"6748",7579,1998-02-21,71,1.1475698
"6749",7580,1998-02-21,73,1.1032851
"6750",7581,1998-02-21,71,1.1427349
"6751",7582,1998-02-21,70,1.07769
"6752",7583,1998-02-21,72,1.1277308
"6753",7584,1998-02-22,40,2.0030918
"6754",7585,1998-02-22,40,1.9096118
"6755",7586,1998-02-22,40,1.9992595
"6756",7587,1998-02-22,39,1.9665188
"6757",7588,1998-02-22,43,2.0777488
"6758",7589,1998-02-22,80,1.0437833
"6759",7590,1998-02-22,78,1.0785164
"6760",7592,1998-02-23,41,2.0326807
"6761",7593,1998-02-23,37,2.0130692
"6762",7594,1998-02-23,40,1.975328
"6763",7597,1998-02-23,75,1.0569924
"6764",7598,1998-02-23,76,1.0054649
"6765",7599,1998-02-23,79,0.97555315
"6766",7600,1998-02-24,36,2.0167782
"6767",7601,1998-02-24,38,2.0550542
"6768",7603,1998-02-24,76,1.0588056
"6769",7604,1998-02-24,78,0.9915246
"6770",7605,1998-02-24,81,1.0363122
"6771",7606,1998-02-24,67,1.0320022
"6772",7607,1998-02-24,75,1.0986189
"6773",7608,1998-02-25,41,2.0592008
"6774",7609,1998-02-25,36,2.0670295
"6775",7610,1998-02-25,36,2.16121
"6776",7611,1998-02-25,71,1.0736109
"6777",7612,1998-02-25,70,1.0601794
"6778",7613,1998-02-25,70,1.0946566
"6779",7614,1998-02-25,71,1.092763
"6780",7615,1998-02-25,72,1.0605757
"6781",7616,1998-02-26,26,1.9928635
"6782",7617,1998-02-26,39,2.075949
"6783",7618,1998-02-26,39,2.0104
"6784",7619,1998-02-26,78,1.0403084
"6785",7620,1998-02-26,77,1.0537026
"6786",7621,1998-02-26,76,1.0722417
"6787",7622,1998-02-26,78,1.0599324
"6788",7623,1998-02-26,76,1.0698884
"6789",7624,1998-02-27,38,2.0125992
"6790",7625,1998-02-27,38,2.0182087
"6791",7626,1998-02-27,35,2.099305
"6792",7627,1998-02-27,78,1.0216097
"6793",7629,1998-02-27,79,1.0042465
"6794",7630,1998-02-27,74,1.0114213
"6795",7631,1998-02-27,79,1.0157421
"6796",7632,1998-02-28,43,2.0796103
"6797",7633,1998-02-28,40,1.946257
"6798",7634,1998-02-28,41,1.9466536
"6799",7635,1998-02-28,89,1.0101075
"6800",7636,1998-02-28,83,1.0557176
"6801",7637,1998-02-28,80,0.9612298
"6802",7638,1998-02-28,81,0.98941237
"6803",7639,1998-02-28,89,1.0330137
"6804",7640,1998-03-01,38,1.9737645
"6805",7641,1998-03-01,37,2.1010146
"6806",7642,1998-03-01,39,1.9708683
"6807",7645,1998-03-01,78,1.088699
"6808",7646,1998-03-01,87,1.0187603
"6809",7647,1998-03-01,79,1.0059592
"6810",7648,1998-03-02,40,2.0002894
"6811",7649,1998-03-02,40,1.9556953
"6812",7650,1998-03-02,42,2.1018562
"6813",7651,1998-03-02,40,1.9159597
"6814",7652,1998-03-02,47,2.0825107
"6815",7653,1998-03-02,82,0.9887296
"6816",7654,1998-03-02,79,1.0652392
"6817",7655,1998-03-02,83,0.96783406
"6818",7657,1998-03-03,38,1.9229957
"6819",7658,1998-03-03,38,2.0646
"6820",7659,1998-03-03,79,0.8709677
"6821",7660,1998-03-03,80,0.9778235
"6822",7661,1998-03-03,73,0.9390541
"6823",7662,1998-03-03,79,1.0198042
"6824",7663,1998-03-03,78,1.0207063
"6825",7664,1998-03-04,39,1.9822537
"6826",7666,1998-03-04,38,2.136139
"6827",7667,1998-03-04,77,1.0618323
"6828",7668,1998-03-04,75,1.097537
"6829",7669,1998-03-04,78,1.031142
"6830",7670,1998-03-04,78,1.039628
"6831",7671,1998-03-04,77,1.0491621
"6832",7672,1998-03-05,36,1.9690259
"6833",7673,1998-03-05,40,2.0937166
"6834",7674,1998-03-05,39,2.048827
"6835",7675,1998-03-05,75,1.1070336
"6836",7676,1998-03-05,76,1.0928428
"6837",7677,1998-03-05,76,1.0684795
"6838",7678,1998-03-05,76,1.1012826
"6839",7679,1998-03-05,78,0.97491336
"6840",7680,1998-03-06,38,2.127052
"6841",7681,1998-03-06,38,2.0239549
"6842",7682,1998-03-06,38,1.9859718
"6843",7684,1998-03-06,70,1.141243
"6844",7685,1998-03-06,75,1.0971578
"6845",7686,1998-03-06,79,1.0902175
"6846",7687,1998-03-06,75,1.0299699
"6847",7688,1998-03-07,39,1.9902705
"6848",7689,1998-03-07,39,1.9354403
"6849",7690,1998-03-07,39,1.8542353
"6850",7691,1998-03-07,83,1.0553155
"6851",7692,1998-03-07,74,1.0761409
"6852",7693,1998-03-07,80,1.0170089
"6853",7694,1998-03-07,81,1.0335499
"6854",7695,1998-03-07,78,1.058312
"6855",7696,1998-03-08,41,1.9880925
"6856",7697,1998-03-08,45,1.9717032
"6857",7699,1998-03-08,44,1.9773444
"6858",7700,1998-03-08,40,1.9725354
"6859",7701,1998-03-08,82,0.9869533
"6860",7702,1998-03-08,83,1.0346059
"6861",7703,1998-03-08,81,1.0088148
"6862",7704,1998-03-09,37,1.9858181
"6863",7705,1998-03-09,39,1.9915944
"6864",7706,1998-03-09,39,2.0330753
"6865",7707,1998-03-09,34,1.9289242
"6866",7708,1998-03-09,37,1.9135736
"6867",7710,1998-03-09,79,0.99272555
"6868",7711,1998-03-09,77,1.0124174
"6869",7712,1998-03-10,33,2.1025314
"6870",7713,1998-03-10,44,2.1088758
"6871",7714,1998-03-10,38,2.0852897
"6872",7715,1998-03-10,82,1.0423721
"6873",7716,1998-03-10,80,1.0783795
"6874",7717,1998-03-10,80,1.075721
"6875",7718,1998-03-10,85,1.0849051
"6876",7719,1998-03-10,85,1.0790778
"6877",7720,1998-03-11,40,2.062749
"6878",7721,1998-03-11,37,2.1783652
"6879",7722,1998-03-11,40,2.112317
"6880",7723,1998-03-11,76,1.1132687
"6881",7724,1998-03-11,82,1.0941842
"6882",7726,1998-03-11,77,1.1002553
"6883",7727,1998-03-11,74,1.1523464
"6884",7728,1998-03-12,36,2.1645865
"6885",7729,1998-03-12,40,2.0869815
"6886",7730,1998-03-12,35,2.1201198
"6887",7731,1998-03-12,69,1.1417443
"6888",7732,1998-03-12,77,1.0818827
"6889",7733,1998-03-12,80,1.1346618
"6890",7734,1998-03-12,72,1.0690217
"6891",7735,1998-03-12,77,1.0265682
"6892",7736,1998-03-13,41,2.0874376
"6893",7737,1998-03-13,39,2.0083492
"6894",7738,1998-03-13,31,1.9125195
"6895",7739,1998-03-13,78,1.0530924
"6896",7740,1998-03-13,77,1.0611174
"6897",7741,1998-03-13,74,1.0532374
"6898",7742,1998-03-13,74,1.0059234
"6899",7743,1998-03-13,77,1.0703764
"6900",7744,1998-03-14,40,2.0531886
"6901",7745,1998-03-14,34,1.9857904
"6902",7746,1998-03-14,39,2.168058
"6903",7747,1998-03-14,76,0.9964202
"6904",7748,1998-03-14,81,1.0254918
"6905",7749,1998-03-14,80,1.0570942
"6906",7750,1998-03-14,78,1.0885237
"6907",7752,1998-03-15,38,1.9896408
"6908",7753,1998-03-15,37,2.0176034
"6909",7754,1998-03-15,38,1.9676578
"6910",7755,1998-03-15,45,1.929285
"6911",7756,1998-03-15,40,2.0205414
"6912",7757,1998-03-15,78,1.0303222
"6913",7758,1998-03-15,80,0.99289525
"6914",7759,1998-03-15,78,1.0295261
"6915",7760,1998-03-16,39,2.0408027
"6916",7761,1998-03-16,41,2.061973
"6917",7762,1998-03-16,39,2.1419885
"6918",7763,1998-03-16,37,2.1733057
"6919",7764,1998-03-16,39,2.0326638
"6920",7765,1998-03-16,80,1.0684674
"6921",7766,1998-03-16,78,1.0590621
"6922",7767,1998-03-16,80,1.0233121
"6923",7768,1998-03-17,38,2.1785145
"6924",7769,1998-03-17,41,2.0250657
"6925",7770,1998-03-17,41,2.208309
"6926",7771,1998-03-17,72,1.140436
"6927",7772,1998-03-17,64,1.2021091
"6928",7773,1998-03-17,76,1.1604092
"6929",7774,1998-03-17,80,1.0838047
"6930",7776,1998-03-18,40,2.1952631
"6931",7779,1998-03-18,79,1.0572793
"6932",7781,1998-03-18,80,1.050908
"6933",7782,1998-03-18,79,1.0673653
"6934",7783,1998-03-18,82,0.99352604
"6935",7784,1998-03-19,39,1.9473165
"6936",7785,1998-03-19,39,2.1072466
"6937",7786,1998-03-19,39,2.025461
"6938",7787,1998-03-19,83,1.0020761
"6939",7788,1998-03-19,78,1.0388443
"6940",7789,1998-03-19,78,1.0271604
"6941",7790,1998-03-19,78,1.0370907
"6942",7791,1998-03-19,78,1.0392377
"6943",7792,1998-03-20,36,2.1782815
"6944",7793,1998-03-20,38,2.0894787
"6945",7794,1998-03-20,38,1.8965207
"6946",7795,1998-03-20,74,1.009723
"6947",7796,1998-03-20,79,1.000346
"6948",7797,1998-03-20,80,1.0140961
"6949",7798,1998-03-20,78,1.0550675
"6950",7799,1998-03-20,79,1.007415
"6951",7800,1998-03-21,40,2.1100607
"6952",7801,1998-03-21,35,2.1189537
"6953",7802,1998-03-21,40,2.012042
"6954",7803,1998-03-21,78,1.0822902
"6955",7804,1998-03-21,79,1.0622784
"6956",7805,1998-03-21,79,1.0637109
"6957",7806,1998-03-21,78,1.0960069
"6958",7808,1998-03-22,44,1.9731398
"6959",7809,1998-03-22,41,2.0402565
"6960",7810,1998-03-22,41,2.0065727
"6961",7811,1998-03-22,41,2.0477645
"6962",7812,1998-03-22,41,1.9972036
"6963",7813,1998-03-22,84,1.0031886
"6964",7814,1998-03-22,81,1.0782005
"6965",7815,1998-03-22,78,0.9600212
"6966",7816,1998-03-23,40,1.9995397
"6967",7817,1998-03-23,40,1.9821906
"6968",7818,1998-03-23,41,1.9961967
"6969",7819,1998-03-23,40,1.9378393
"6970",7820,1998-03-23,40,2.1285954
"6971",7821,1998-03-23,69,0.9872509
"6972",7822,1998-03-23,82,0.9937401
"6973",7823,1998-03-23,87,1.0538634
"6974",7832,1998-03-25,40,2.055337
"6975",7833,1998-03-25,35,2.1348827
"6976",7834,1998-03-25,40,2.1755044
"6977",7836,1998-03-25,73,1.1038423
"6978",7837,1998-03-25,77,1.0655394
"6979",7838,1998-03-25,78,1.1206678
"6980",7839,1998-03-25,78,1.1069827
"6981",7840,1998-03-26,43,1.9874864
"6982",7841,1998-03-26,46,1.9803513
"6983",7842,1998-03-26,41,2.0644999
"6984",7843,1998-03-26,81,1.0696808
"6985",7844,1998-03-26,85,0.97544545
"6986",7846,1998-03-26,86,1.0529215
"6987",7847,1998-03-26,81,1.0685531
"6988",7848,1998-03-27,40,1.9201212
"6989",7851,1998-03-27,77,0.94633275
"6990",7852,1998-03-27,79,1.0624894
"6991",7853,1998-03-27,83,0.9666198
"6992",7854,1998-03-27,82,0.9875591
"6993",7855,1998-03-27,91,1.0103066
"6994",7856,1998-03-28,41,2.0830655
"6995",7857,1998-03-28,41,2.1463766
"6996",7858,1998-03-28,41,1.9731749
"6997",7859,1998-03-28,81,1.0694267
"6998",7860,1998-03-28,78,1.114681
"6999",7861,1998-03-28,79,1.124573
"7000",7862,1998-03-28,81,1.0865371
"7001",7864,1998-03-29,39,1.9794948
"7002",7865,1998-03-29,39,2.0195115
"7003",7866,1998-03-29,40,2.0656304
"7004",7867,1998-03-29,39,1.9652181
"7005",7868,1998-03-29,39,2.022018
"7006",7869,1998-03-29,76,1.0379617
"7007",7870,1998-03-29,79,1.0590533
"7008",7871,1998-03-29,78,1.0404716
"7009",7872,1998-03-30,41,2.0884738
"7010",7873,1998-03-30,41,2.0535314
"7011",7874,1998-03-30,41,2.115595
"7012",7875,1998-03-30,46,2.065953
"7013",7876,1998-03-30,45,1.9690545
"7014",7877,1998-03-30,86,1.0234067
"7015",7878,1998-03-30,84,1.0656353
"7016",7879,1998-03-30,83,1.029211
"7017",7880,1998-03-31,41,2.0133789
"7018",7881,1998-03-31,42,2.0841658
"7019",7882,1998-03-31,40,2.136557
"7020",7883,1998-03-31,83,1.0353957
"7021",7884,1998-03-31,86,0.9885698
"7022",7885,1998-03-31,84,1.0044498
"7023",7886,1998-03-31,84,1.0059739
"7024",7887,1998-03-31,86,1.0398581
"7025",7888,1998-04-01,40,2.1365898
"7026",7889,1998-04-01,40,2.158529
"7027",7890,1998-04-01,35,2.1620069
"7028",7891,1998-04-01,78,1.1428676
"7029",7892,1998-04-01,69,1.080325
"7030",7893,1998-04-01,78,1.115123
"7031",7894,1998-04-01,80,1.0534472
"7032",7895,1998-04-01,70,1.0546875
"7033",7896,1998-04-02,45,2.031412
"7034",7898,1998-04-02,41,2.00153
"7035",7899,1998-04-02,89,0.97170097
"7036",7900,1998-04-02,87,1.0636097
"7037",7901,1998-04-02,83,1.0496936
"7038",7902,1998-04-02,85,1.0002489
"7039",7906,1998-04-03,41,2.0667841
"7040",7907,1998-04-03,78,1.1158643
"7041",7908,1998-04-03,82,1.1214858
"7042",7909,1998-04-03,82,1.0516865
"7043",7910,1998-04-03,83,1.0297462
"7044",7911,1998-04-03,90,1.1286621
"7045",7912,1998-04-04,41,2.1271968
"7046",7913,1998-04-04,41,2.1685774
"7047",7914,1998-04-04,43,2.2617605
"7048",7915,1998-04-04,78,1.164194
"7049",7916,1998-04-04,80,1.1111251
"7050",7917,1998-04-04,82,1.1653244
"7051",7918,1998-04-04,71,1.131961
"7052",7919,1998-04-04,77,1.1731985
"7053",7920,1998-04-05,45,2.039811
"7054",7921,1998-04-05,42,2.2117648
"7055",7922,1998-04-05,41,2.1714704
"7056",7923,1998-04-05,36,2.0343275
"7057",7924,1998-04-05,41,2.082383
"7058",7925,1998-04-05,78,1.1505188
"7059",7926,1998-04-05,80,1.0974643
"7060",7927,1998-04-05,78,1.1413417
"7061",7928,1998-04-06,39,2.1772697
"7062",7929,1998-04-06,37,2.0186696
"7063",7930,1998-04-06,39,1.9967632
"7064",7931,1998-04-06,42,1.9831522
"7065",7932,1998-04-06,41,2.1142988
"7066",7933,1998-04-06,79,1.1089257
"7067",7935,1998-04-06,83,1.0277236
"7068",7936,1998-04-07,38,2.1744547
"7069",7937,1998-04-07,41,2.1171935
"7070",7938,1998-04-07,41,2.068984
"7071",7940,1998-04-07,80,1.101616
"7072",7941,1998-04-07,74,1.1163666
"7073",7942,1998-04-07,73,1.083298
"7074",7943,1998-04-07,80,1.1172862
"7075",7944,1998-04-08,41,2.0047715
"7076",7945,1998-04-08,41,2.0908337
"7077",7946,1998-04-08,37,2.0798993
"7078",7947,1998-04-08,85,0.9951544
"7079",7948,1998-04-08,84,1.0572006
"7080",7949,1998-04-08,83,1.0479172
"7081",7950,1998-04-08,82,1.0094777
"7082",7951,1998-04-08,83,1.0511957
"7083",7952,1998-04-09,41,2.0646045
"7084",7953,1998-04-09,43,1.9423358
"7085",7954,1998-04-09,41,2.093672
"7086",7955,1998-04-09,82,1.028582
"7087",7956,1998-04-09,83,1.084841
"7088",7957,1998-04-09,82,1.0096792
"7089",7958,1998-04-09,81,1.0641121
"7090",7959,1998-04-09,81,1.0640668
"7091",7960,1998-04-10,40,2.0942278
"7092",7961,1998-04-10,32,2.067248
"7093",7962,1998-04-10,40,2.1006386
"7094",7963,1998-04-10,80,1.0591515
"7095",7964,1998-04-10,75,1.0716721
"7096",7966,1998-04-10,82,1.0288634
"7097",7967,1998-04-10,81,1.0443661
"7098",7968,1998-04-11,36,1.9976999
"7099",7969,1998-04-11,41,2.0725784
"7100",7970,1998-04-11,40,2.027923
"7101",7971,1998-04-11,83,1.0710949
"7102",7972,1998-04-11,81,1.045918
"7103",7973,1998-04-11,81,0.9732226
"7104",7974,1998-04-11,83,1.0290027
"7105",7984,1998-04-13,39,2.0831351
