"Ticket","SameFamilyCount","PassengerId","Pclass","Name","Sex","Age","SibSp","Parch","Fare","Cabin","Embarked","FamilySize"
"382652",1,947,3,"Rice, Master. Albert",1,10,4,1,29.125,"",2,5
"382653",1,962,3,"Mulvihill, Miss. Bertha E",0,24,0,0,7.75,"",2,0
"383123",1,1196,3,"McCarthy, Miss. Catherine Katie\"\"",0,30.2723622047244,0,0,7.75,"",2,0
"383162",1,999,3,"Ryan, Mr. Edward",1,30.2727317073171,0,0,7.75,"",2,0
"386525",1,950,3,"Davison, Mr. Thomas Henry",1,30.2727317073171,1,0,16.1,"",3,1
"392091",1,1199,3,"Aks, Master. Philip Frank",1,0.83,0,1,9.35,"",3,1
"392095",1,1015,3,"Carver, Mr. Alfred John",1,28,0,0,7.25,"",3,0
"4133",1,1024,3,"Lefebre, Mrs. Frank (Frances)",0,30.2723622047244,0,4,25.4667,"",3,4
"65305",1,1091,3,"Rasmussen, Mrs. (Lena Jacobsen Solvang)",0,30.2723622047244,0,0,8.1125,"",3,0
"680",1,1270,1,"Hipkins, Mr. William Edward",1,55,0,0,50,"C39",3,0
"694",1,903,1,"Jones, Mr. Charles Cresson",1,46,0,0,26,"",3,0
"7266",1,1145,3,"Salander, Mr. Karl Johan",1,24,0,0,9.325,"",3,0
"7538",1,897,3,"Svensson, Mr. Johan Cervin",1,14,0,0,9.225,"",3,0
"7548",1,1061,3,"Hellstrom, Miss. Hilda Maria",0,22,0,0,8.9625,"",3,0
"7935",1,1075,3,"Lane, Mr. Patrick",1,30.2727317073171,0,0,7.75,"",2,0
"9232",1,1098,3,"McGowan, Miss. Katherine",0,35,0,0,7.75,"",2,0
"A. 2. 39186",1,1160,3,"Howard, Miss. May Elizabeth",0,30.2723622047244,0,0,8.05,"",3,0
"A/4 31416",1,979,3,"Badman, Miss. Emily Louisa",0,18,0,0,8.05,"",3,0
"A/4 48871",1,901,3,"Davies, Mr. John Samuel",1,21,2,0,24.15,"",3,2
"A/4 48873",1,1079,3,"Davies, Mr. Joseph",1,17,2,0,8.05,"",3,2
"A/5 1478",1,1181,3,"Ford, Mr. Arthur",1,30.2727317073171,0,0,8.05,"",3,0
"A/5 21175",1,1177,3,"Dennis, Mr. William",1,36,0,0,7.25,"",3,0
"A.5. 3236",1,1305,3,"Spector, Mr. Woolf",1,30.2727317073171,0,0,8.05,"",3,0
"A/5. 3337",1,917,3,"Robins, Mr. Alexander A",1,50,1,0,14.5,"",3,1
"A./5. 3338",1,991,3,"Nancarrow, Mr. William Henry",1,33,0,0,8.05,"",3,0
"A/5. 851",2,1084,3,"van Billiard, Master. Walter John",1,11.5,1,1,14.5,"",3,2
"A/5. 851",2,1236,3,"van Billiard, Master. James William",1,30.2727317073171,1,1,14.5,"",3,2
"AQ/3. 30631",1,1207,3,"Hagardon, Miss. Kate",0,17,0,0,7.7333,"",2,0
"AQ/4 3130",1,1148,3,"Mahon, Mr. John",1,30.2727317073171,0,0,7.75,"",2,0
"C 17368",1,913,3,"Olsen, Master. Artur Karl",1,9,0,1,3.1708,"",3,1
"C 4001",2,997,3,"Holthen, Mr. Johan Martin",1,28,0,0,22.525,"",3,0
"C 4001",2,1102,3,"Andersen, Mr. Albert Karvin",1,32,0,0,22.525,"",3,0
"C.A. 15185",1,1232,2,"Fillbrook, Mr. Joseph Charles",1,18,0,0,10.5,"",3,0
"CA 2144",2,1031,3,"Goodwin, Mr. Charles Frederick",1,40,1,6,46.9,"",3,7
"CA 2144",2,1032,3,"Goodwin, Miss. Jessie Allis",0,10,5,2,46.9,"",3,7
"C.A. 2315",2,924,3,"Dean, Mrs. Bertram (Eva Georgetta Light)",0,33,1,2,20.575,"",3,3
"C.A. 2315",2,1246,3,"Dean, Miss. Elizabeth Gladys Millvina\"\"",0,0.17,1,2,20.575,"",3,3
"CA. 2343",4,1080,3,"Sage, Miss. Ada",0,30.2723622047244,8,2,69.55,"",3,10
"CA. 2343",4,1234,3,"Sage, Mr. John George",1,30.2727317073171,1,9,69.55,"",3,10
"CA. 2343",4,1252,3,"Sage, Master. William Henry",1,14.5,8,2,69.55,"",3,10
"CA. 2343",4,1257,3,"Sage, Mrs. John (Annie Bullen)",0,30.2723622047244,1,9,69.55,"",3,10
"C.A. 2673",1,1284,3,"Abbott, Master. Eugene Joseph",1,13,0,2,20.25,"",3,2
"C.A. 30769",1,1285,2,"Gilbert, Mr. William",1,47,0,0,10.5,"",3,0
"C.A. 31029",3,923,2,"Jefferys, Mr. Clifford Thomas",1,24,2,0,31.5,"",3,2
"C.A. 31029",3,1211,2,"Jefferys, Mr. Ernest Wilfred",1,22,2,0,31.5,"",3,2
"C.A. 31029",3,1230,2,"Denbury, Mr. Herbert",1,25,0,0,31.5,"",3,0
"C.A. 31030",1,1090,2,"Baimbrigge, Mr. Charles Robert",1,23,0,0,10.5,"",3,0
"CA 31352",2,1170,2,"Ware, Mr. John James",1,30,1,0,21,"",3,1
"CA 31352",2,1254,2,"Ware, Mrs. John James (Florence Louise Long)",0,31,0,0,21,"",3,0
"C.A. 33112",2,1068,2,"Sincock, Miss. Maude",0,20,0,0,36.75,"",3,0
"C.A. 33112",2,1222,2,"Davies, Mrs. John Morgan (Elizabeth Agnes Mary White) ",0,48,0,2,36.75,"",3,2
"C.A. 33595",1,1012,2,"Watt, Miss. Bertha J",0,12,0,0,15.75,"",3,0
"C.A. 34050",1,1096,2,"Andrew, Mr. Frank Thomas",1,25,0,0,10.5,"",3,0
"C.A. 34644",1,1156,2,"Portaluppi, Mr. Emilio Ilario Giuseppe",1,30,0,0,12.7375,"",1,0
"C.A. 34651",1,1142,2,"West, Miss. Barbara J",0,0.92,1,2,27.75,"",3,3
"C.A. 37671",1,941,3,"Coutts, Mrs. William (Winnie Minnie\" Treanor)\"",0,36,0,2,15.9,"",3,2
"C.A. 42795",1,1147,3,"MacKay, Mr. George William",1,30.2727317073171,0,0,7.55,"",3,0
"C.A. 49867",1,1159,3,"Warren, Mr. Charles William",1,30.2727317073171,0,0,7.55,"",3,0
"C.A. 6212",1,1120,3,"Everett, Mr. Thomas James",1,40.5,0,0,15.1,"",3,0
"F.C. 12750",1,984,1,"Davidson, Mrs. Thornton (Orian Hays)",0,27,1,2,52,"B71",3,3
"F.C. 12998",1,1097,1,"Omont, Mr. Alfred Fernand",1,30.2727317073171,0,0,25.7417,"",1,0
"F.C.C. 13528",1,1241,2,"Walcroft, Miss. Nellie",0,31,0,0,21,"",3,0
"F.C.C. 13534",2,957,2,"Corey, Mrs. Percy C (Mary Phyllis Elizabeth Miller)",0,30.2723622047244,0,0,21,"",3,0
"F.C.C. 13534",2,1138,2,"Karnes, Mrs. J Frank (Claire Bennett)",0,22,0,0,21,"",3,0
"F.C.C. 13540",1,1243,2,"Stokes, Mr. Philip Joseph",1,25,0,0,10.5,"",3,0
"LP 1588",1,1204,3,"Sadowitz, Mr. Harry",1,30.2727317073171,0,0,7.575,"",3,0
"PC 17483",3,973,1,"Straus, Mr. Isidor",1,67,1,0,221.7792,"C55 C57",3,1
"PC 17483",3,1006,1,"Straus, Mrs. Isidor (Rosalie Ida Blun)",0,63,1,0,221.7792,"C55 C57",3,1
"PC 17483",3,1048,1,"Bird, Miss. Ellen",0,29,0,0,221.7792,"C97",3,0
"PC 17531",1,1004,1,"Evans, Miss. Edith Corse",0,36,0,0,31.6792,"A29",1,0
"PC 17558",1,1076,1,"Douglas, Mrs. Frederick Charles (Mary Helene Baxter)",0,27,1,1,247.5208,"B58 B60",1,2
"PC 17562",1,965,1,"Ovies y Rodriguez, Mr. Servando",1,28.5,0,0,27.7208,"D43",1,0
"PC 17569",1,1208,1,"Spencer, Mr. William Augustus",1,57,1,0,146.5208,"B78",1,1
"PC 17580",1,1223,1,"Dulles, Mr. William Crothers",1,39,0,0,29.7,"A18",1,0
"PC 17585",1,1219,1,"Rosenshine, Mr. George (Mr George Thorne\")\"",1,46,0,0,79.2,"",1,0
"PC 17591",1,1058,1,"Brandeis, Mr. Emil",1,48,0,0,50.4958,"B10",1,0
"PC 17592",1,1283,1,"Lines, Mrs. Ernest H (Elizabeth Lindsey James)",0,51,0,1,39.4,"D28",3,1
"PC 17594",1,938,1,"Chevre, Mr. Paul Romaine",1,45,0,0,29.7,"A9",1,0
"PC 17597",1,915,1,"Williams, Mr. Richard Norris II",1,21,0,1,61.3792,"",1,1
"PC 17598",1,914,1,"Flegenheim, Mrs. Alfred (Antoinette)",0,30.2723622047244,0,0,31.6833,"",3,0
"PC 17599",1,1126,1,"Cumings, Mr. John Bradley",1,39,1,0,71.2833,"C85",1,1
"PC 17603",1,912,1,"Rothschild, Mr. Martin",1,55,1,0,59.4,"",1,1
"PC 17606",1,1116,1,"Candee, Mrs. Edward (Helen Churchill Hungerford)",0,53,0,0,27.4458,"",1,0
"PC 17607",1,1182,1,"Rheims, Mr. George Alexander Lucien",1,30.2727317073171,0,0,39.6,"",3,0
"PC 17608",5,916,1,"Ryerson, Mrs. Arthur Larned (Emily Maria Borie)",0,48,1,3,262.375,"B57 B59 B63 B66",1,4
"PC 17608",5,951,1,"Chaudanson, Miss. Victorine",0,36,0,0,262.375,"B61",1,0
"PC 17608",5,956,1,"Ryerson, Master. John Borie",1,13,2,2,262.375,"B57 B59 B63 B66",1,4
"PC 17608",5,1034,1,"Ryerson, Mr. Arthur Larned",1,61,1,3,262.375,"B57 B59 B63 B66",1,4
"PC 17608",5,1267,1,"Bowen, Miss. Grace Scott",0,45,0,0,262.375,"",1,0
"PC 17613",1,1100,1,"Rosenbaum, Miss. Edith Louise",0,33,0,0,27.7208,"A11",1,0
"PC 17755",1,1235,1,"Cardeza, Mrs. James Warburton Martinez (Charlotte Wardle Drake)",0,58,0,1,512.3292,"B51 B53 B55",1,1
"PC 17756",2,1071,1,"Compton, Mrs. Alexander Taylor (Mary Eliza Ingersoll)",0,64,0,2,83.1583,"E45",1,2
"PC 17756",2,1073,1,"Compton, Mr. Alexander Taylor Jr",1,37,1,1,83.1583,"E52",1,2
"PC 17757",1,1094,1,"Astor, Col. John Jacob",1,47,1,0,227.525,"C62 C64",1,1
"PC 17758",1,1306,1,"Oliva y Ocana, Dona. Fermina",0,39,0,0,108.9,"C105",1,0
"PC 17759",1,1242,1,"Greenfield, Mrs. Leo David (Blanche Strouse)",0,45,0,1,63.3583,"D10 D12",1,1
"PC 17760",1,1206,1,"White, Mrs. John Stuart (Ella Holmes)",0,55,0,0,135.6333,"C32",1,0
"PC 17761",1,1131,1,"Douglas, Mrs. Walter Donald (Mahala Dutton)",0,48,1,0,106.425,"C86",1,1
"PP 9549",1,1009,3,"Sandstrom, Miss. Beatrice Irene",0,1,1,1,16.7,"G6",3,2
"SC 14888",1,1168,2,"Parker, Mr. Clifford Richard",1,28,0,0,10.5,"",3,0
"SC/A.3 2861",1,946,2,"Mangiavacchi, Mr. Serafino Emilio",1,30.2727317073171,0,0,15.5792,"",1,0
"SC/A4 23568",1,1039,3,"Davies, Mr. Evan",1,22,0,0,8.05,"",3,0
"SC/AH 29037",1,1011,2,"Chapman, Mrs. John Henry (Sara Elizabeth Lawry)",0,29,1,0,26,"",3,1
"SC/AH 3085",1,922,2,"Louch, Mr. Charles Alexander",1,50,1,0,26,"",3,1
"S.C./PARIS 2079",1,1253,2,"Mallet, Mrs. Albert (Antoinette Magnin)",0,24,1,1,37.0042,"",1,2
"SC/Paris 2123",1,1188,2,"Laroche, Miss. Louise",0,1,1,2,41.5792,"",1,3
"SC/PARIS 2147",1,1261,2,"Pallas y Castello, Mr. Emilio",1,29,0,0,13.8583,"",1,0
"SC/PARIS 2148",1,1112,2,"Duran y More, Miss. Florentina",0,30,1,0,13.8583,"",1,1
"SC/PARIS 2159",1,1276,2,"Wheeler, Mr. Edwin Frederick\"\"",1,30.2727317073171,0,0,12.875,"",3,0
"SC/PARIS 2166",1,1297,2,"Nourney, Mr. Alfred (Baron von Drachstedt\")\"",1,20,0,0,13.8625,"D38",1,0
"SC/PARIS 2167",1,907,2,"del Carlo, Mrs. Sebastiano (Argenia Genovesi)",0,24,1,0,27.7208,"",1,1
"SC/PARIS 2168",1,943,2,"Pulbaum, Mr. Franz",1,27,0,0,15.0333,"",1,0
"S.O.C. 14879",2,1104,2,"Deacon, Mr. Percy William",1,17,0,0,73.5,"",3,0
"S.O.C. 14879",2,1244,2,"Dibden, Mr. William",1,18,0,0,73.5,"",3,0
"S.O./P.P. 2",2,1078,2,"Phillips, Miss. Alice Frances Louisa",0,21,0,1,21,"",3,1
"S.O./P.P. 2",2,1194,2,"Phillips, Mr. Escott Robert",1,43,0,1,21,"",3,1
"S.O./P.P. 251",1,1062,3,"Lithman, Mr. Simon",1,30.2727317073171,0,0,7.55,"",3,0
"S.O./P.P. 752",1,1047,3,"Duquemin, Mr. Joseph",1,24,0,0,7.55,"",3,0
"SOTON/O2 3101284",1,1143,3,"Abrahamsson, Mr. Abraham August Johannes",1,20,0,0,7.925,"",3,0
"SOTON/O.Q. 3101262",1,1307,3,"Saether, Mr. Simon Sivertsen",1,38.5,0,0,7.25,"",3,0
"SOTON/O.Q. 3101263",1,934,3,"Goldsmith, Mr. Nathan",1,41,0,0,7.85,"",3,0
"SOTON/O.Q. 3101308",1,1103,3,"Finoli, Mr. Luigi",1,30.2727317073171,0,0,7.05,"",3,0
"SOTON/O.Q. 3101309",1,1217,3,"Assam, Mr. Ali",1,23,0,0,7.05,"",3,0
"SOTON/O.Q. 3101314",1,1178,3,"Franklin, Mr. Charles (Charles Fardon)",1,30.2727317073171,0,0,7.25,"",3,0
"SOTON/O.Q. 3101315",3,1051,3,"Peacock, Mrs. Benjamin (Edith Nile)",0,26,0,2,13.775,"",3,2
"SOTON/O.Q. 3101315",3,1173,3,"Peacock, Master. Alfred Edward",1,0.75,1,1,13.775,"",3,2
"SOTON/O.Q. 3101315",3,1301,3,"Peacock, Miss. Treasteall",0,3,1,1,13.775,"",3,2
"SOTON/OQ 392083",1,1030,3,"Drapkin, Miss. Jennie",0,23,0,0,8.05,"",3,0
"STON/O 2. 3101268",1,989,3,"Makinen, Mr. Kalle Edvard",1,29,0,0,7.925,"",3,0
"STON/O2. 3101270",1,910,3,"Ilmakangas, Miss. Ida Livija",0,27,1,0,7.925,"",3,1
"STON/O 2. 3101291",1,937,3,"Peltomaki, Mr. Nikolai Johannes",1,25,0,0,7.925,"",3,0
"STON/OQ. 369943",1,1022,3,"Spinner, Mr. Henry John",1,32,0,0,8.05,"",3,0
"W./C. 14260",1,1171,2,"Oxenham, Mr. Percy Thomas",1,22,0,0,10.5,"",3,0
"W./C. 14266",1,1114,2,"Cook, Mrs. (Selena Rogers)",0,22,0,0,10.5,"F33",3,0
"W./C. 6607",2,925,3,"Johnston, Mrs. Andrew G (Elizabeth Lily\" Watson)\"",0,30.2723622047244,1,2,23.45,"",3,3
"W./C. 6607",2,1136,3,"Johnston, Master. William Arthur Willie\"\"",1,30.2727317073171,1,2,23.45,"",3,3
"W./C. 6608",1,1059,3,"Ford, Mr. Edward Watson",1,18,2,2,34.375,"",3,4
"W.E.P. 5734",1,906,1,"Chaffee, Mrs. Herbert Fuller (Carrie Constance Toogood)",0,47,1,0,61.175,"E31",3,1
